Car_Name,Brand,Model,Vehicle_Age,KM_Driven,No_Of_Owners,Fuel_Type,Transmission_Type,Mileage,Engine_CC,Max_Power,No_Of_Seats,Price,Location
Maruti Ciaz,Maruti,Ciaz,9,80000.0,1,Diesel,Manual,28.09,1248.0,88.5,5,13.45883704259595,chennai
Hyundai Xcent,Hyundai,Xcent,10,90000.0,1,Petrol,Manual,19.1,1197.0,82.0,5,12.987690762404629,chennai
Hyundai Xcent,Hyundai,Xcent,11,50197.0,1,Petrol,Manual,19.1,1197.0,82.0,5,13.038981768465277,chennai
Hyundai Accent,Hyundai,Accent,14,80000.0,2,Petrol,Manual,16.36,1495.0,93.7,5,12.429220196836383,chennai
Honda Jazz,Honda,Jazz,10,60611.0,0,Petrol,Manual,18.7,1199.0,88.7,5,13.161586013632684,chennai
Ford Ecosport,Ford,Ecosport,9,61120.0,3,Petrol,Manual,15.85,1499.0,110.4,5,13.246351123968212,chennai
Renault KWID,Renault,KWID,7,55415.0,1,Petrol,Manual,23.01,999.0,67.0,5,12.90669432231532,chennai
Jaguar F-Pace,Jaguar,F-Pace,8,52000.0,1,Diesel,Automatic,16.38,1949.5,177.0,5,15.414898336565054,chennai
Honda Jazz,Honda,Jazz,11,48579.0,1,Petrol,Manual,18.7,1199.0,88.7,5,13.155800087724673,chennai
Hyundai Xcent,Hyundai,Xcent,10,59532.0,2,Petrol,Manual,19.1,1197.0,82.0,5,13.014780393893403,chennai
Honda City,Honda,City,12,152115.125,2,Petrol,Manual,17.0,1497.0,180.02499999999998,5,13.02805489573287,chennai
Volkswagen Jetta,Volkswagen,Jetta,12,113231.0,1,Petrol,Manual,14.69,1390.0,120.3,5,13.3739015584285,chennai
Mahindra TUV 300,Mahindra,TUV 300,8,106338.0,2,Diesel,Manual,18.49,1493.0,100.0,7,13.465954500233115,chennai
Tata Altroz,Tata,Altroz,5,40629.0,1,Diesel,Manual,23.64,1497.0,88.77,5,13.697853639354802,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,10,73341.0,2,Diesel,Automatic,26.59,1248.0,74.0,5,13.339087971220277,chennai
BMW 3 Series,BMW,3 Series,15,39001.0,2,Diesel,Automatic,22.69,1949.5,180.02499999999998,5,14.151983508870947,chennai
Honda City,Honda,City,12,81532.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.353476685668044,chennai
Honda City,Honda,City,11,108818.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.180634172318978,chennai
Maruti Baleno,Maruti,Baleno,9,35419.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.426904041847699,chennai
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,15,80000.0,2,Diesel,Automatic,19.71,1949.5,180.02499999999998,5,13.997832948091215,chennai
Renault Fluence,Renault,Fluence,12,100000.0,2,Diesel,Manual,20.4,1461.0,108.45,5,13.169248871698304,chennai
Audi A4,Audi,A4,12,12000.0,1,Diesel,Automatic,17.11,1949.5,174.33,5,14.580978865220017,chennai
Hyundai Verna,Hyundai,Verna,15,70001.0,1,Diesel,Manual,22.32,1582.0,126.32,5,13.42246945133505,chennai
Hyundai Xcent,Hyundai,Xcent,12,61331.0,1,Diesel,Manual,24.4,1120.0,71.01,5,13.060490101343552,chennai
Honda Amaze,Honda,Amaze,12,51438.0,1,Diesel,Manual,25.8,1498.0,98.6,5,13.180634172318978,chennai
Hyundai Santro,Hyundai,Santro,7,67988.0,1,Petrol,Manual,20.3,1086.0,68.0,5,13.045484492893253,chennai
Honda Jazz,Honda,Jazz,7,36032.0,2,Petrol,Automatic,18.2,1199.0,88.7,5,13.49668313203053,chennai
Honda City,Honda,City,11,114883.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.151924121391561,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,10,88584.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.212205909556012,chennai
Maruti Ritz,Maruti,Ritz,14,97419.0,2,Diesel,Manual,23.2,1248.0,73.94,5,12.634606283893019,chennai
BMW X3,BMW,X3,7,70000.0,1,Petrol,Automatic,13.17,1949.5,180.02499999999998,5,15.38412668421143,chennai
Ford Ecosport,Ford,Ecosport,11,106498.0,2,Diesel,Manual,22.7,1498.0,89.84,5,13.178745601197818,chennai
BMW X3,BMW,X3,7,70000.0,1,Petrol,Automatic,13.17,1949.5,180.02499999999998,5,15.38412668421143,chennai
Maruti Swift,Maruti,Swift,10,68177.0,2,Diesel,Manual,25.2,1248.0,74.0,5,13.343907249914384,chennai
Skoda Slavia,Skoda,Slavia,4,27524.0,1,Petrol,Manual,18.72,1498.0,147.52,5,14.412147388804017,chennai
Maruti SX4 S Cross,Maruti,SX4 S Cross,9,75471.0,1,Diesel,Manual,23.65,1248.0,88.5,5,13.652992804936396,chennai
Honda Amaze,Honda,Amaze,5,8000.0,1,Petrol,Manual,18.6,1199.0,88.5,5,13.521140839642674,chennai
Citroen C5 Aircross,Citroen,C5 Aircross,4,20000.0,1,Diesel,Automatic,18.6,1949.5,174.33,5,14.914123179965662,chennai
Maruti Alto K10,Maruti,Alto K10,9,60730.0,1,Petrol,Manual,23.95,998.0,67.05,5,12.644330802262578,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,10,44494.0,2,Petrol,Manual,20.85,1197.0,83.14,5,13.112315061750808,chennai
Maruti Ertiga,Maruti,Ertiga,9,20000.0,1,Petrol,Manual,17.5,1373.0,91.1,7,13.592368256649284,chennai
Tata Nexon,Tata,Nexon,7,45673.0,1,Diesel,Automatic,21.5,1497.0,108.5,5,13.623139877437296,chennai
Toyota Fortuner,Toyota,Fortuner,6,26000.0,1,Diesel,Manual,14.24,1949.5,174.5,7,15.089476013830486,chennai
Hyundai Verna,Hyundai,Verna,9,51878.0,1,Petrol,Manual,17.01,1591.0,121.3,5,13.559328444560693,chennai
Nissan Micra,Nissan,Micra,9,56747.0,1,Petrol,Automatic,19.15,1198.0,75.94,5,13.171155446333852,chennai
Maruti Swift,Maruti,Swift,8,38000.0,1,Petrol,Manual,20.4,1197.0,81.8,5,13.304686600863562,chennai
Hyundai i20,Hyundai,i20,10,76457.0,2,Petrol,Manual,18.6,1197.0,81.83,5,13.274227444925158,chennai
Honda Jazz,Honda,Jazz,9,78880.0,2,Petrol,Manual,18.7,1199.0,88.7,5,13.219491903015438,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,11,19593.0,1,Petrol,Manual,20.85,1197.0,83.14,5,13.171155446333852,chennai
Hyundai i20,Hyundai,i20,10,84429.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.275944180597024,chennai
Hyundai i20,Hyundai,i20,5,27599.0,1,Diesel,Manual,25.0,1493.0,98.63,5,13.623139877437296,chennai
Renault Triber,Renault,Triber,6,76898.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.415034483903348,chennai
Volkswagen Polo,Volkswagen,Polo,13,119070.0,2,Petrol,Manual,16.47,1198.0,73.9,5,12.889172015485954,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,9,32199.0,1,Petrol,Manual,20.85,1197.0,83.14,5,13.28787951079572,chennai
Tata Tiago,Tata,Tiago,10,85607.0,1,Petrol,Manual,23.84,1199.0,84.0,5,12.899222326086994,chennai
Maruti Baleno,Maruti,Baleno,7,30000.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.45883704259595,chennai
Mahindra TUV 300,Mahindra,TUV 300,9,80000.0,1,Diesel,Manual,18.49,1493.0,100.0,7,13.45883704259595,chennai
Honda Jazz,Honda,Jazz,10,45429.0,1,Petrol,Automatic,19.0,1199.0,88.7,5,13.296318365198623,chennai
Renault KWID,Renault,KWID,7,9000.0,1,Petrol,Manual,22.25,799.0,53.26,5,13.038981768465277,chennai
Maruti Alto 800,Maruti,Alto 800,7,31000.0,1,Petrol,Manual,24.7,796.0,47.3,5,12.886643575525625,chennai
Volkswagen Polo,Volkswagen,Polo,13,81488.0,1,Diesel,Manual,20.14,1498.0,88.8,5,12.983101310070822,chennai
Volkswagen Polo,Volkswagen,Polo,7,94439.0,1,Petrol,Manual,18.78,999.0,75.0,5,13.4090464510229,chennai
Maruti Swift,Maruti,Swift,13,98481.0,3,Petrol,Manual,22.38,1197.0,88.5,5,12.847929163278053,chennai
Maruti Baleno,Maruti,Baleno,8,20000.0,1,Petrol,Manual,21.4,1197.0,83.1,5,13.45883704259595,chennai
Volkswagen Vento,Volkswagen,Vento,10,100894.0,2,Diesel,Automatic,22.15,1498.0,108.6,5,13.447342679685468,chennai
Maruti Swift,Maruti,Swift,10,86215.0,1,Diesel,Manual,25.2,1248.0,74.0,5,13.28787951079572,chennai
Volkswagen Polo,Volkswagen,Polo,9,98115.0,2,Petrol,Manual,16.2,1199.0,74.0,5,13.161586013632684,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,7,47125.0,1,Petrol,Manual,17.5,1298.0,85.8,5,13.451668563394815,chennai
Maruti Wagon R,Maruti,Wagon R,4,4453.0,1,Petrol,Manual,23.56,1197.0,88.5,5,13.316285717486736,chennai
Tata Punch,Tata,Punch,4,9991.0,1,Petrol,Manual,20.09,1199.0,86.63,5,13.441545570402797,chennai
Maruti Wagon R,Maruti,Wagon R,5,4564.0,1,Petrol,Manual,18.9,998.0,67.1,5,13.399996629152975,chennai
Ford Figo,Ford,Figo,14,108713.0,1,Diesel,Manual,20.0,1399.0,68.0,5,12.429220196836383,chennai
Honda City,Honda,City,5,13000.0,1,Petrol,Manual,18.6,1498.0,119.35,5,14.034646891093473,chennai
Honda WR-V,Honda,WR-V,9,55450.0,2,Petrol,Manual,17.5,1199.0,88.7,5,13.26212705890841,chennai
Hyundai Creta,Hyundai,Creta,10,49000.0,1,Petrol,Manual,13.0,1591.0,121.3,5,13.64709190633931,chennai
Hyundai Xcent,Hyundai,Xcent,11,86694.0,1,Petrol,Manual,20.14,1197.0,81.86,5,12.91164481522143,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,13,150000.0,2,Diesel,Manual,23.4,1248.0,74.0,5,12.611541086966115,chennai
Honda City,Honda,City,7,25284.0,0,Petrol,Manual,17.4,1497.0,117.6,5,13.73755009757506,chennai
Toyota Glanza,Toyota,Glanza,5,30000.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.527829818844937,chennai
BMW 3 Series,BMW,3 Series,11,109000.0,2,Diesel,Automatic,18.88,1949.5,180.02499999999998,5,14.077875591662238,chennai
Kia Carens,Kia,Carens,4,4605.0,1,Petrol,Manual,16.2,1353.0,138.05,6,14.354340961570264,chennai
Kia Sonet,Kia,Sonet,6,49218.0,1,Petrol,Manual,18.2,998.0,118.36,5,13.740787011768338,chennai
Honda City,Honda,City,5,45568.0,1,Petrol,Manual,18.6,1498.0,119.35,5,13.76421831620775,chennai
Tata Punch,Tata,Punch,4,36035.0,1,Petrol,Manual,20.09,1199.0,86.63,5,13.461690107508359,chennai
Mahindra XUV300,Mahindra,XUV300,6,45242.0,1,Diesel,Manual,20.1,1497.0,115.05,5,13.64709190633931,chennai
Land Rover Discovery Sport,Land,Rover Discovery Sport,8,38000.0,2,Diesel,Automatic,12.51,1949.5,180.02499999999998,7,15.061105324750772,chennai
Tata Tiago,Tata,Tiago,7,52979.0,1,Petrol,Automatic,23.84,1199.0,83.83,5,13.148033073468746,chennai
Honda Amaze,Honda,Amaze,11,67130.0,2,Diesel,Manual,24.7,1498.0,98.63,5,13.25339339419516,chennai
Honda BR-V,Honda,BR-V,8,19595.0,1,Petrol,Manual,15.4,1497.0,117.3,7,13.654168582642953,chennai
BMW 3 Series Gran Limousine,BMW,3 Series Gran Limousine,4,15000.0,1,Diesel,Automatic,19.62,1949.5,180.02499999999998,5,15.571643022260735,chennai
Maruti Celerio,Maruti,Celerio,12,67558.0,1,Petrol,Manual,23.1,998.0,67.04,5,12.821260987319457,chennai
Hyundai Alcazar,Hyundai,Alcazar,5,40000.0,1,Petrol,Manual,14.5,1949.5,156.9,6,14.45736497045232,chennai
Volkswagen Polo,Volkswagen,Polo,12,55664.0,1,Petrol,Manual,16.47,1198.0,74.0,5,13.038981768465277,chennai
Volkswagen Polo,Volkswagen,Polo,12,55664.0,1,Petrol,Manual,16.47,1198.0,74.0,5,13.038981768465277,chennai
Hyundai i20,Hyundai,i20,13,109324.0,1,Diesel,Manual,21.9,1396.0,180.02499999999998,5,12.807655372286902,chennai
Skoda Kodiaq,Skoda,Kodiaq,8,118008.0,1,Diesel,Automatic,16.25,1949.5,148.0,7,14.77102238760702,chennai
Renault Duster,Renault,Duster,10,72000.0,1,Diesel,Manual,19.72,1461.0,108.45,5,13.579789490265188,chennai
Maruti Swift,Maruti,Swift,13,86630.0,1,Diesel,Manual,22.9,1248.0,74.0,5,13.017005083966255,chennai
Maruti Wagon R,Maruti,Wagon R,12,82476.0,1,Petrol,Manual,20.51,998.0,67.04,5,12.821260987319457,chennai
Hyundai Grand i10 Nios,Hyundai,Grand i10 Nios,7,27749.0,2,Petrol,Automatic,20.7,1197.0,81.86,5,13.407543823396258,chennai
Hyundai Venue,Hyundai,Venue,6,21609.0,1,Petrol,Automatic,18.15,998.0,118.35,5,13.850878667052065,chennai
Honda City,Honda,City,7,89609.0,1,Petrol,Manual,16.0,1493.0,106.0,5,13.681980308196241,chennai
Ford Freestyle,Ford,Freestyle,7,83556.0,2,Diesel,Manual,24.4,1498.0,98.63,5,13.197472705176983,chennai
Tata Punch,Tata,Punch,4,31513.0,1,Petrol,Manual,20.09,1199.0,86.63,5,13.649457154271039,chennai
Honda City,Honda,City,10,45939.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.534474352733596,chennai
Tata Tiago,Tata,Tiago,6,40531.0,1,Petrol,Manual,19.01,1199.0,84.82,5,13.114333221834064,chennai
Mahindra Bolero,Mahindra,Bolero,17,120000.0,3,Diesel,Manual,13.6,1949.5,180.02499999999998,7,12.834683971615659,chennai
Maruti Vitara Brezza,Maruti,Vitara Brezza,6,17663.0,1,Petrol,Automatic,18.76,1462.0,103.26,5,13.824471290415532,chennai
Hyundai Grand i10,Hyundai,Grand i10,13,77706.0,3,Petrol,Manual,18.9,1197.0,82.0,5,12.733758336210744,chennai
Audi Q7,Audi,Q7,10,49000.0,1,Diesel,Automatic,14.75,1949.5,180.02499999999998,7,15.404745967162468,chennai
Volvo XC 90,Volvo,XC 90,7,60000.0,1,Diesel,Automatic,17.2,1949.5,180.02499999999998,7,15.732433317205148,chennai
BMW 3 Series,BMW,3 Series,8,35000.0,1,Diesel,Automatic,20.37,1949.5,180.02499999999998,5,15.039286283703994,chennai
Jaguar F-Pace,Jaguar,F-Pace,8,54000.0,1,Diesel,Automatic,16.38,1949.5,177.0,5,15.424948670398354,chennai
Honda New Accord,Honda,New Accord,16,110000.0,1,Petrol,Manual,12.8,1949.5,177.6,5,13.159661088928443,chennai
Audi Q7,Audi,Q7,13,135000.0,2,Diesel,Automatic,12.07,1949.5,180.02499999999998,7,14.580978865220017,chennai
Audi A4,Audi,A4,14,80000.0,1,Diesel,Automatic,17.11,1949.5,174.33,5,14.187074804051692,chennai
Maruti SX4 S Cross,Maruti,SX4 S Cross,8,72020.0,1,Diesel,Manual,23.65,1248.0,88.5,5,13.623139877437296,chennai
Toyota Innova Crysta,Toyota,Innova Crysta,9,98000.0,1,Diesel,Manual,13.68,1949.5,147.8,7,14.430696737594902,chennai
Maruti Alto,Maruti,Alto,19,36385.0,0,Petrol,Manual,19.7,796.0,46.3,5,12.013706813470414,chennai
Hyundai Alcazar,Hyundai,Alcazar,4,4259.0,1,Diesel,Manual,20.4,1493.0,113.98,7,14.504148085306378,chennai
Tata Harrier,Tata,Harrier,5,12925.0,1,Diesel,Automatic,14.6,1949.5,167.67,5,14.505653731008309,chennai
Volkswagen Taigun,Volkswagen,Taigun,4,27000.0,1,Petrol,Automatic,17.88,1498.0,147.51,5,14.31325155008416,chennai
Tata Nexon,Tata,Nexon,7,27425.0,2,Petrol,Manual,17.0,1198.0,108.5,5,13.4856180275228,chennai
Maruti Celerio,Maruti,Celerio,5,13126.0,1,Petrol,Automatic,26.0,998.0,65.71,5,13.358227280903897,chennai
Maruti Ertiga,Maruti,Ertiga,8,57000.0,1,Petrol,Manual,19.34,1462.0,103.0,7,13.591117476312084,chennai
Maruti Baleno,Maruti,Baleno,6,24500.0,2,Petrol,Automatic,21.4,1197.0,83.1,5,13.66585094484938,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000.0,1,Petrol,Manual,22.41,1197.0,88.5,5,13.321215875492413,chennai
Renault Triber,Renault,Triber,5,27216.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.52649559761195,chennai
Tata Tiago,Tata,Tiago,5,12060.0,1,Petrol,Manual,19.01,1199.0,84.82,5,13.381647518543097,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,17,150000.0,1,Diesel,Manual,19.3,1248.0,73.9,5,12.429220196836383,chennai
Hyundai EON,Hyundai,EON,14,46931.0,2,Petrol,Manual,21.1,814.0,55.2,5,12.487488878546145,chennai
Volkswagen Polo,Volkswagen,Polo,12,60000.0,1,Petrol,Manual,16.47,1198.0,73.9,5,13.102162710901053,chennai
Kia Seltos,Kia,Seltos,6,45787.0,1,Petrol,Manual,16.5,1353.0,138.08,5,14.279245203127035,chennai
Tata Indigo,Tata,Indigo,17,80000.0,2,Petrol,Manual,14.4,1396.0,65.0,5,11.643953727376633,chennai
Honda Amaze,Honda,Amaze,12,44000.0,1,Diesel,Manual,25.8,1498.0,98.6,5,13.07107218827772,chennai
Honda Amaze,Honda,Amaze,6,4786.0,1,Petrol,Automatic,18.3,1199.0,88.76,5,13.788140388916844,chennai
Hyundai i20,Hyundai,i20,8,39024.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.353476685668044,chennai
BMW 3 Series Gran Limousine,BMW,3 Series Gran Limousine,4,6000.0,1,Petrol,Automatic,15.3,1949.5,180.02499999999998,5,15.581952390148196,chennai
Tata Nano,Tata,Nano,12,40000.0,1,Petrol,Manual,25.4,745.5,37.5,4,11.918397239722838,chennai
Hyundai Creta,Hyundai,Creta,8,114386.0,1,Petrol,Manual,15.8,1591.0,121.3,5,13.62556118319494,chennai
Renault Triber,Renault,Triber,4,27369.0,1,Petrol,Manual,20.0,999.0,71.01,7,13.480039220276565,chennai
Toyota Innova Crysta,Toyota,Innova Crysta,7,58000.0,1,Diesel,Manual,13.68,1949.5,147.51,7,14.557448378884015,chennai
Hyundai Grand i10,Hyundai,Grand i10,7,16561.0,2,Petrol,Manual,18.9,1197.0,81.86,5,13.251637470576167,chennai
Renault KWID,Renault,KWID,5,23328.0,1,Petrol,Manual,21.74,999.0,67.0,5,13.102162710901053,chennai
Maruti S-Presso,Maruti,S-Presso,6,16473.0,1,Petrol,Manual,21.7,998.0,65.71,5,13.091904169919621,chennai
Honda Brio,Honda,Brio,9,46375.0,2,Petrol,Manual,18.5,1198.0,86.8,5,13.021437458814368,chennai
Maruti S-Presso,Maruti,S-Presso,6,16473.0,1,Petrol,Manual,21.7,998.0,65.71,5,13.091904169919621,chennai
Maruti Baleno,Maruti,Baleno,9,91799.0,1,Petrol,Automatic,21.4,1197.0,83.1,5,13.340696979437066,chennai
Hyundai i20,Hyundai,i20,10,38919.0,3,Petrol,Manual,18.6,1197.0,81.83,5,13.224921770781943,chennai
Maruti Wagon R,Maruti,Wagon R,10,70235.0,1,Petrol,Manual,18.9,998.0,67.1,5,12.834683971615659,chennai
Honda Amaze,Honda,Amaze,6,3989.0,1,Petrol,Automatic,18.3,1199.0,88.76,5,13.78195480856106,chennai
Honda Amaze,Honda,Amaze,11,91773.0,1,Diesel,Manual,24.7,1498.0,98.63,5,13.07107218827772,chennai
Maruti Alto 800,Maruti,Alto 800,7,60000.0,2,Petrol,Manual,22.05,796.0,47.33,5,12.676079399771027,chennai
Honda Amaze,Honda,Amaze,8,28906.0,1,Petrol,Manual,18.6,1199.0,88.76,5,13.451668563394815,chennai
Maruti Celerio,Maruti,Celerio,10,150000.0,1,Diesel,Manual,27.62,793.0,47.0,5,12.765691290604371,chennai
Hyundai i20,Hyundai,i20,17,70000.0,3,Petrol,Manual,17.0,1197.0,180.02499999999998,5,12.429220196836383,chennai
Mahindra XUV500,Mahindra,XUV500,9,70000.0,1,Diesel,Manual,16.0,1949.5,140.0,7,14.038654909278163,chennai
Maruti Alto 800,Maruti,Alto 800,12,43428.0,1,Petrol,Manual,22.74,796.0,47.3,5,12.468440756144114,chennai
Chevrolet Beat,Chevrolet,Beat,13,67000.0,1,Diesel,Manual,25.44,936.0,57.6,5,12.560247968016562,chennai
Maruti Baleno,Maruti,Baleno,9,70528.0,1,Petrol,Automatic,21.4,1197.0,83.1,5,13.331003865890963,chennai
Hyundai i20,Hyundai,i20,10,35413.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.29463628184505,chennai
Maruti Alto 800,Maruti,Alto 800,8,40000.0,2,Petrol,Manual,24.7,796.0,47.3,5,12.676079399771027,chennai
Honda Jazz,Honda,Jazz,9,66285.0,1,Petrol,Automatic,19.0,1199.0,88.7,5,13.380103119076898,chennai
Kia Seltos,Kia,Seltos,7,83129.0,1,Petrol,Automatic,16.5,1353.0,138.08,5,14.151983508870947,chennai
Honda City,Honda,City,10,87055.0,1,Petrol,Manual,17.4,1497.0,117.6,5,13.304686600863562,chennai
Hyundai Grand i10,Hyundai,Grand i10,7,37218.0,2,Petrol,Manual,18.9,1197.0,81.86,5,13.132315688453556,chennai
Hyundai Venue,Hyundai,Venue,7,60000.0,1,Petrol,Manual,18.27,998.0,118.35,5,13.710151153416941,chennai
Hyundai i20,Hyundai,i20,7,33640.0,1,Petrol,Manual,18.6,1197.0,81.86,5,13.500801182986649,chennai
Ford Freestyle,Ford,Freestyle,6,23608.0,1,Petrol,Manual,18.5,1194.0,94.93,5,13.381647518543097,chennai
Hyundai i20,Hyundai,i20,13,22353.0,1,Petrol,Manual,18.5,1197.0,82.85,5,12.983101310070822,chennai
Skoda Rapid,Skoda,Rapid,9,120000.0,1,Diesel,Automatic,21.72,1498.0,108.6,5,13.710151153416941,chennai
Honda City,Honda,City,8,54241.0,1,Petrol,Manual,17.4,1497.0,117.3,5,13.51440681653079,chennai
Maruti Wagon R,Maruti,Wagon R,14,86173.0,1,Petrol,Manual,21.79,998.0,67.05,5,12.676079399771027,chennai
Hyundai i10,Hyundai,i10,15,91143.0,1,Petrol,Manual,20.36,1197.0,78.9,5,12.59473402514672,chennai
Mahindra TUV 300,Mahindra,TUV 300,10,36000.0,1,Diesel,Manual,18.49,1493.0,100.0,7,13.579789490265188,chennai
Honda City,Honda,City,11,108818.0,1,Petrol,Manual,17.4,1497.0,117.3,5,13.180634172318978,chennai
Volkswagen Polo,Volkswagen,Polo,15,120000.0,2,Diesel,Manual,22.07,1199.0,73.9,5,12.660331092405906,chennai
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,18,107000.0,2,Diesel,Automatic,14.84,1949.5,170.0,5,13.652992804936396,chennai
Honda City,Honda,City,12,90530.0,1,Petrol,Manual,17.0,1497.0,180.02499999999998,5,13.25339339419516,chennai
Hyundai i20,Hyundai,i20,10,77957.0,1,Petrol,Manual,18.6,1197.0,81.83,5,13.263864675787632,chennai
Hyundai Creta,Hyundai,Creta,9,81394.0,2,Petrol,Manual,13.0,1591.0,121.3,5,13.643536480872214,chennai
Maruti Ciaz,Maruti,Ciaz,9,64341.0,1,Petrol,Manual,20.73,1373.0,91.1,5,13.42246945133505,chennai
Hyundai Grand i10,Hyundai,Grand i10,9,33407.0,1,Petrol,Manual,18.9,1197.0,81.86,5,13.157732451741687,chennai
Datsun RediGO,Datsun,RediGO,5,14811.0,1,Petrol,Manual,20.71,799.0,53.64,5,12.891694078557842,chennai
Skoda Rapid,Skoda,Rapid,9,37000.0,1,Petrol,Manual,14.3,1598.0,103.2,5,13.560619598657233,chennai
Jeep Compass,Jeep,Compass,9,49326.0,2,Diesel,Manual,17.1,1949.5,170.0,5,13.96909050352514,chennai
Honda New Accord,Honda,New Accord,17,120000.0,3,Petrol,Manual,10.25,1949.5,180.0,5,13.017005083966255,chennai
Tata Tiago NRG,Tata,Tiago NRG,4,4939.0,1,Petrol,Automatic,20.09,1199.0,84.48,5,13.503537159062734,chennai
Ford Ecosport,Ford,Ecosport,12,82620.0,1,Petrol,Automatic,16.5,1499.0,110.0,5,13.265599278590988,chennai
Skoda Superb,Skoda,Superb,17,60000.0,2,Petrol,Manual,13.14,1798.0,160.0,5,13.304686600863562,chennai
Volkswagen Polo,Volkswagen,Polo,11,86857.0,1,Diesel,Manual,20.14,1498.0,88.8,5,13.142166004700508,chennai
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,16,70000.0,3,Diesel,Automatic,14.84,1949.5,170.0,5,13.710151153416941,chennai
Audi Q7,Audi,Q7,14,120000.0,2,Diesel,Automatic,11.33,1949.5,180.02499999999998,7,14.220976332738882,chennai
Maruti Wagon R,Maruti,Wagon R,4,14483.0,1,Petrol,Automatic,25.19,998.0,65.71,5,13.345508528717259,chennai
Ford Figo,Ford,Figo,10,36202.0,1,Petrol,Manual,18.16,1196.0,86.8,5,12.886643575525625,chennai
Datsun GO Plus,Datsun,GO Plus,9,30000.0,1,Petrol,Manual,19.44,1198.0,67.0,7,12.676079399771027,chennai
Ford Figo,Ford,Figo,9,70000.0,1,Diesel,Manual,24.29,1498.0,99.0,5,13.017005083966255,chennai
Datsun RediGO,Datsun,RediGO,5,24077.0,1,Petrol,Manual,20.71,799.0,53.64,5,12.899222326086994,chennai
Maruti Swift Dzire,Maruti,Swift Dzire,14,81985.0,1,Diesel,Manual,19.3,1248.0,73.9,5,13.091904169919621,chennai
Maruti Ertiga,Maruti,Ertiga,6,30000.0,2,Petrol,Automatic,17.99,1462.0,103.26,7,13.800397935382136,chennai
Honda City,Honda,City,9,91841.0,1,Petrol,Manual,17.8,1497.0,117.3,5,13.431319053559353,chennai
Ford Ecosport,Ford,Ecosport,10,64961.0,3,Petrol,Automatic,15.63,1499.0,110.4,5,13.339087971220277,chennai
Maruti Alto K10,Maruti,Alto K10,8,20950.0,1,Petrol,Automatic,23.95,998.0,67.05,5,12.92391243868049,chennai
Hyundai i20,Hyundai,i20,10,94348.0,2,Petrol,Manual,18.6,1197.0,81.83,5,13.132315688453556,chennai
Hyundai i20,Hyundai,i20,7,51744.0,1,Petrol,Manual,18.6,1197.0,81.86,5,13.470200785104238,chennai
Mahindra XUV500,Mahindra,XUV500,6,81152.0,2,Diesel,Automatic,15.1,1949.5,152.87,7,14.365942013023727,chennai
Honda Amaze,Honda,Amaze,8,19516.0,1,Petrol,Manual,18.6,1199.0,88.76,5,13.384729180332174,chennai
Maruti Swift,Maruti,Swift,5,29093.0,1,Petrol,Manual,18.6,1197.0,85.8,5,13.541075028051122,chennai
Honda Amaze,Honda,Amaze,8,54408.0,1,Diesel,Automatic,23.8,1498.0,78.9,5,13.573440270649085,chennai
Maruti Baleno,Maruti,Baleno,7,16000.0,1,Petrol,Manual,21.01,1197.0,81.8,5,13.521140839642674,chennai
Ford Endeavour,Ford,Endeavour,8,100000.0,1,Diesel,Automatic,12.62,1949.5,158.0,7,14.508658238524095,chennai
Datsun RediGO,Datsun,RediGO,10,56876.0,1,Petrol,Manual,22.7,799.0,53.64,5,12.506180941677357,chennai
Volkswagen Polo,Volkswagen,Polo,12,50000.0,1,Diesel,Manual,22.07,1199.0,73.9,5,13.017005083966255,chennai
Honda Amaze,Honda,Amaze,11,84505.0,2,Petrol,Manual,18.6,1199.0,88.76,5,12.948012371209098,chennai
Toyota Innova Crysta,Toyota,Innova Crysta,5,34000.0,1,Diesel,Automatic,12.0,1949.5,148.0,7,14.841552512220423,chennai
Maruti Wagon R,Maruti,Wagon R,6,22305.0,1,Petrol,Manual,21.79,998.0,67.05,5,13.217675375388819,chennai
